layer_number,wire,run_start,run_end,n_runs,status
7,77,21551,21807,156,hot
7,77,22735,22735,1,outlier
7,78,21582,21807,98,low/dead
7,79,21582,21807,89,low/dead
7,80,21582,21807,91,low/dead
7,81,21653,21807,91,low/dead
7,82,21662,21807,73,low/dead
7,83,21582,21807,82,low/dead
7,84,21582,21807,96,low/dead
7,85,21582,21807,98,low/dead
7,86,21582,21807,91,low/dead
7,86,21836,21836,1,low/dead
7,86,21843,21860,11,low/dead
7,86,21862,21877,8,low/dead
7,86,21880,21882,3,low/dead
7,86,21886,21888,2,low/dead
7,86,21896,21898,3,low/dead
7,86,21905,21909,4,low/dead
7,87,21582,21807,98,low/dead
7,87,22133,22133,1,low/dead
8,1,23014,23015,2,outlier
8,2,22498,22498,1,low/dead
8,2,23014,23015,2,outlier
8,3,23014,23015,2,outlier
8,4,22825,22825,1,outlier
8,4,23014,23015,2,outlier
8,5,22498,22498,1,low/dead
8,5,22825,22825,1,outlier
8,5,23002,23002,1,outlier
8,5,23014,23015,2,outlier
8,6,23014,23015,2,outlier
8,7,23014,23015,2,outlier
8,22,22498,22498,1,outlier
8,24,22498,22498,1,low/dead
8,27,21813,21813,1,outlier
8,27,21834,21834,1,low/dead
8,28,21834,21834,1,low/dead
8,32,23014,23015,2,outlier
8,33,23014,23015,2,outlier
8,38,21520,21520,1,low/dead
8,38,21836,21836,1,outlier
8,39,21520,21520,1,outlier
8,39,21836,21836,1,outlier
8,40,21520,21520,1,outlier
8,40,21836,21836,1,outlier
8,40,23014,23015,2,outlier
8,41,21520,21520,1,low/dead
8,41,21836,21836,1,outlier
8,42,21520,21520,1,low/dead
8,42,21836,21836,1,outlier
8,43,21520,21520,1,outlier
8,43,21836,21836,1,outlier
8,43,23014,23015,2,outlier
8,44,22498,22498,1,outlier
8,44,22613,22613,1,low/dead
8,44,22636,22650,8,low/dead
8,44,22652,22652,1,low/dead
8,44,22654,22664,8,low/dead
8,44,22668,22671,4,low/dead
8,44,22676,22676,1,low/dead
8,44,22679,22679,1,low/dead
8,44,22682,22682,1,low/dead
8,44,22686,22686,1,low/dead
8,44,22693,22693,1,low/dead
8,44,22795,22812,12,low/dead
8,46,22498,22498,1,low/dead
8,49,22498,22498,1,low/dead
8,57,22133,22133,1,outlier
8,58,22133,22133,1,outlier
8,61,21465,21465,1,hot
8,62,21465,21465,1,hot
8,63,21465,21465,1,hot
8,64,21465,21465,1,hot
8,65,21465,21465,1,hot
8,66,21465,21465,1,hot
8,77,22498,22498,1,outlier
8,79,22498,22498,1,low/dead
8,80,22588,22708,84,low/dead
8,80,22795,22812,12,low/dead
8,87,21551,21681,84,hot
8,87,21684,21697,12,hot
8,87,21705,21712,4,hot
8,87,21744,21744,1,hot
8,88,21653,21807,88,low/dead
8,89,21662,21807,83,low/dead
8,90,21662,21807,78,low/dead
8,91,21662,21807,73,low/dead
8,92,21662,21807,73,low/dead
8,93,21662,21807,78,low/dead
8,94,21662,21807,74,low/dead
8,95,21662,21807,75,low/dead
8,96,21582,21807,78,low/dead
8,97,21582,21807,91,low/dead
8,98,21582,21807,95,low/dead
8,99,21551,21634,49,hot
8,99,21642,21652,8,hot
8,99,21677,21677,1,hot
8,99,21697,21697,1,hot
8,99,22498,22498,1,outlier
8,99,23014,23015,2,outlier
