run,n_bad,n_chronic,n_low,n_hot,n_outlier,gain,run_ok,n_wires
22211,9,7,0,2,0,1.0498430075845344,True,576
22212,9,7,0,2,0,1.0555185313612565,True,576
22213,9,7,0,2,0,1.0449822102772193,True,576
22215,9,7,0,2,0,1.043767867968664,True,576
22216,9,7,0,2,0,1.0575247551446352,True,576
22217,9,7,0,2,0,0.8660856639987655,True,576
22218,9,7,0,2,0,0.9416018072435324,True,576
22219,9,7,0,2,0,0.9995819458992312,True,576
22223,9,7,0,2,0,1.0385680963650716,True,576
22224,9,7,0,2,0,1.0419500752846376,True,576
22225,9,7,0,2,0,1.042694739046503,True,576
22226,9,7,0,2,0,0.9322339855742945,True,576
22227,9,7,0,2,0,1.0663072683807333,True,576
22229,9,7,0,2,0,1.0719817581365871,True,576
22230,9,7,0,2,0,1.0559641352708773,True,576
22231,9,7,0,2,0,1.064615666145953,True,576
22232,9,7,0,2,0,1.0793900562205683,True,576
22233,9,7,0,2,0,1.1006816141955065,True,576
22235,9,7,0,2,0,1.1020445770032732,True,576
22236,9,7,0,2,0,1.064024296151,True,576
22240,9,7,0,2,0,1.0784304680752697,True,576
22241,9,7,0,2,0,1.1054321844015655,True,576
22242,9,7,0,2,0,1.0204953232528922,True,576
22243,9,7,0,2,0,1.0959816280957237,True,576
22244,9,7,0,2,0,1.093087875804596,True,576
22246,9,7,0,2,0,1.1055164473064583,True,576
22247,9,7,0,2,0,1.1001346143109838,True,576
22249,9,7,0,2,0,1.1132358658941188,True,576
22251,9,7,0,2,0,1.0952729087190225,True,576
22253,9,7,0,2,0,1.1121225771954613,True,576
22254,9,7,0,2,0,1.099767160375825,True,576
22257,9,7,0,2,0,1.0937236379113267,True,576
22258,9,7,0,2,0,0.9839119447687045,True,576
22259,9,7,0,2,0,1.0884181650191538,True,576
22261,9,7,0,2,0,1.09575133369112,True,576
22262,9,7,0,2,0,1.091924768457099,True,576
22263,9,7,0,2,0,1.102278622031048,True,576
22265,9,7,0,2,0,1.0204958036560148,True,576
22266,9,7,0,2,0,1.1112192075555805,True,576
22267,9,7,0,2,0,1.0815837683711973,True,576
22268,9,7,0,2,0,1.1003062655359268,True,576
22270,9,7,0,2,0,1.0154651861043287,True,576
22271,9,7,0,2,0,1.1027131647326924,True,576
22273,9,7,0,2,0,1.1035141754210285,True,576
22274,9,7,0,2,0,1.1025877516330242,True,576
22275,9,7,0,2,0,1.0153632548299332,True,576
22276,9,7,0,2,0,1.0933204550881177,True,576
22277,9,7,0,2,0,1.0987390841603155,True,576
22278,9,7,0,2,0,1.0946475837156524,True,576
22279,9,7,0,2,0,1.089045868097036,True,576
22280,9,7,0,2,0,1.0856343135549784,True,576
22281,9,7,0,2,0,1.099760490784087,True,576
22282,9,7,0,2,0,1.0966227471665007,True,576
22283,9,7,0,2,0,1.020217422059488,True,576
22284,9,7,0,2,0,1.0945066545322406,True,576
22285,9,7,0,2,0,1.0989025635543652,True,576
22287,9,7,0,2,0,1.1107871363256066,True,576
22288,9,7,0,2,0,1.0304754958759383,True,576
22289,9,7,0,2,0,1.111512704900014,True,576
22290,9,7,0,2,0,1.1067403434546395,True,576
22291,9,7,0,2,0,1.111344259742562,True,576
22293,9,7,0,2,0,1.0946860758320938,True,576
22294,9,7,0,2,0,1.105634587139895,True,576
22295,9,7,0,2,0,1.1086714838028584,True,576
22296,9,7,0,2,0,1.1039010573373855,True,576
22297,9,7,0,2,0,0.8854361856548578,True,576
22298,9,7,0,2,0,1.0982091055496181,True,576
22299,9,7,0,2,0,1.1144065119467426,True,576
22300,9,7,0,2,0,1.1075718745178502,True,576
22301,9,7,0,2,0,1.1051592788085425,True,576
22302,9,7,0,2,0,1.0518772770020814,True,576
22303,9,7,0,2,0,1.1132865142512391,True,576
22304,9,7,0,2,0,1.1178284237504723,True,576
22305,9,7,0,2,0,1.0113379119779742,True,576
22306,9,7,0,2,0,1.0117531993718067,True,576
22307,9,7,0,2,0,1.1055863199403972,True,576
22308,9,7,0,2,0,1.0833329614812772,True,576
22309,9,7,0,2,0,0.9571537984755891,True,576
22310,9,7,0,2,0,1.0863894219490873,True,576
22311,9,7,0,2,0,1.0903464829622052,True,576
22313,9,7,0,2,0,1.0878479907510643,True,576
22314,9,7,0,2,0,1.0854071356510224,True,576
22315,9,7,0,2,0,1.0841080522273272,True,576
22316,9,7,0,2,0,1.0923871857705154,True,576
22317,9,7,0,2,0,1.1066623142525764,True,576
22320,9,7,0,2,0,1.0229877003347192,True,576
22321,9,7,0,2,0,1.0369554579187525,True,576
22322,9,7,0,2,0,1.0423321894171886,True,576
22324,9,7,0,2,0,1.0225223632050788,True,576
22325,9,7,0,2,0,1.0330937803622433,True,576
22326,9,7,0,2,0,0.9834446479935222,True,576
22327,9,7,0,2,0,1.0287155759060438,True,576
22328,9,7,0,2,0,0.9647632218316388,True,576
22330,9,7,0,2,0,1.0601755497225587,True,576
22331,9,7,0,2,0,1.0455549834899884,True,576
22339,9,7,0,2,0,1.0336660982046428,True,576
22341,9,7,0,2,0,1.0452390686915058,True,576
22342,9,7,0,2,0,0.9852993477764381,True,576
22343,9,7,0,2,0,1.0518596715568713,True,576
22344,9,7,0,2,0,1.0610139961108758,True,576
22346,9,7,0,2,0,1.0640025061114775,True,576
22348,9,7,0,2,0,1.0703404339950588,True,576
22349,9,7,0,2,0,1.057510413682755,True,576
22350,9,7,0,2,0,1.0767419128225946,True,576
22351,9,7,0,2,0,1.0767206090980688,True,576
22352,9,7,0,2,0,0.9612086540854803,True,576
22353,9,7,0,2,0,1.0498367378801698,True,576
22354,9,7,0,2,0,0.9790802904966618,True,576
22357,9,7,0,2,0,1.0284036716244387,True,576
22358,9,7,0,2,0,1.07559078652217,True,576
22359,9,7,0,2,0,1.0646632890541765,True,576
22360,9,7,0,2,0,1.062582369679038,True,576
22361,9,7,0,2,0,1.0655418539845942,True,576
22368,9,7,0,2,0,0.964365247816476,True,576
22369,9,7,0,2,0,1.02699878681876,True,576
22370,9,7,0,2,0,0.9978782027325537,True,576
22371,9,7,0,2,0,1.0609257563648005,True,576
22372,9,7,0,2,0,0.9871710847052337,True,576
22374,9,7,0,2,0,1.0796968404500022,True,576
22375,9,7,0,2,0,1.0694521389532807,True,576
22377,9,7,0,2,0,1.0829726898976295,True,576
22378,9,7,0,2,0,1.0550705613537823,True,576
22380,9,7,0,2,0,0.921496668604859,True,576
22382,9,7,0,2,0,0.9917714546984101,True,576
22383,9,7,0,2,0,1.0633645231051125,True,576
22385,9,7,0,2,0,1.3328951372363775,True,576
22387,60,4,4,0,52,0.00608505772796666,False,202
22388,51,4,4,0,43,0.0051193163056525715,False,202
22389,9,7,0,2,0,1.2369277617606023,True,576
22390,9,7,0,2,0,1.3083139973800633,True,576
22393,33,4,3,1,25,0.010841811252411791,False,203
22394,9,7,0,2,0,1.026976220198188,True,576
22395,9,7,0,2,0,1.0283795524611397,True,576
22396,9,7,0,2,0,1.045839641742182,True,576
22397,9,7,0,2,0,1.044698254973842,True,576
22398,9,7,0,2,0,1.028672701715339,True,576
22400,9,7,0,2,0,1.024930947564281,True,576
22402,9,7,0,2,0,1.0443646647924523,True,576
22403,9,7,0,2,0,1.0316316300182589,True,576
22404,9,7,0,2,0,1.043891823803226,True,576
22414,9,7,0,2,0,1.0392060202815818,True,576
22415,9,7,0,2,0,1.0268761649258553,True,576
22416,9,7,0,2,0,0.9938928817565363,True,576
22417,9,7,0,2,0,0.8766164744019587,True,576
22418,9,7,0,2,0,0.933828596870099,True,576
22419,9,7,0,2,0,1.0502828918019107,True,576
22420,9,7,0,2,0,0.9639758223423223,True,576
22421,9,7,0,2,0,1.0400859109389073,True,576
22422,9,7,0,2,0,1.0408197994885384,True,576
22427,9,7,0,2,0,0.9622460759884965,True,576
22428,9,7,0,2,0,1.0397543768562652,True,576
22435,9,7,0,2,0,1.0537446680690166,True,576
22437,9,7,0,2,0,1.0539169023389445,True,576
22438,9,7,0,2,0,1.0575926085482106,True,576
22440,9,7,0,2,0,1.0660290825896737,True,576
22441,9,7,0,2,0,1.0099763268410586,True,576
22442,9,7,0,2,0,1.0606410013694991,True,576
22443,9,7,0,2,0,1.0467497553298855,True,576
22445,9,7,0,2,0,0.988188795949425,True,576
22446,9,7,0,2,0,1.0805246737196401,True,576
22449,9,7,0,2,0,1.0748939815006329,True,576
22450,9,7,0,2,0,1.06314403749214,True,576
22451,9,7,0,2,0,1.0637546510005682,True,576
22452,9,7,0,2,0,1.0679555110829846,True,576
22453,9,7,0,2,0,1.0656517212111025,True,576
22454,9,7,0,2,0,1.017203991464795,True,576
22455,9,7,0,2,0,1.061787537823693,True,576
22456,9,7,0,2,0,1.0778235455835024,True,576
22457,9,7,0,2,0,1.05969598003462,True,576
22458,9,7,0,2,0,0.9858470206017369,True,576
22459,9,7,0,2,0,1.0516442113945572,True,576
22460,9,7,0,2,0,1.0399123942436916,True,576
22461,9,7,0,2,0,1.0502436843350922,True,576
22462,9,7,0,2,0,1.0510183330702825,True,576
22463,9,7,0,2,0,1.0737097569645107,True,576
22464,9,7,0,2,0,1.0692653465456396,True,576
22465,9,7,0,2,0,1.05970481666385,True,576
22466,9,7,0,2,0,1.0488495667800073,True,576
22467,9,7,0,2,0,1.080468828103395,True,576
22468,9,7,0,2,0,1.0787633093266025,True,576
22469,9,7,0,2,0,1.0500963132338337,True,576
22470,9,7,0,2,0,1.0479297777373273,True,576
22471,9,7,0,2,0,1.0571903355104233,True,576
22472,9,7,0,2,0,1.0484865913647021,True,576
22473,9,7,0,2,0,1.0458998356906912,True,576
22475,9,7,0,2,0,1.041013683614696,True,576
22476,9,7,0,2,0,1.0439815348240484,True,576
22478,9,7,0,2,0,1.0429455984752232,True,576
22479,9,7,0,2,0,1.0652714439541877,True,576
22480,9,7,0,2,0,0.9781953762784006,True,576
22481,9,7,0,2,0,0.9963497874581678,True,576
22482,9,7,0,2,0,1.0627999566934148,True,576
22483,9,7,0,2,0,1.0499952126880105,True,576
22484,9,7,0,2,0,1.0519631741106454,True,576
22485,9,7,0,2,0,1.0519043184781536,True,576
22486,9,7,0,2,0,1.0256437721730793,True,576
22487,9,7,0,2,0,1.0232747375530833,True,576
22490,9,7,0,2,0,1.0359034867635217,True,576
22491,9,7,0,2,0,0.9329386578106313,True,576
22492,9,7,0,2,0,1.029793247919448,True,576
22493,9,7,0,2,0,1.038925236054888,True,576
22494,9,7,0,2,0,1.0047176595959317,True,576
22496,9,7,0,2,0,0.8954445773532287,True,576
22497,9,7,0,2,0,1.0011524108803813,True,576
22498,28,7,13,1,7,0.26788487789704973,True,576
22499,9,7,0,2,0,1.040325373111465,True,576
22501,9,7,0,2,0,1.056162231530801,True,576
22502,9,7,0,2,0,1.064899236280271,True,576
22503,9,7,0,2,0,0.9989697608629879,True,576
22504,9,7,0,2,0,1.052834688020989,True,576
22505,9,7,0,2,0,1.0610933188705238,True,576
22506,9,7,0,2,0,0.9773789783757458,True,576
22507,9,7,0,2,0,1.0484769279904613,True,576
22508,9,7,0,2,0,1.055815546190124,True,576
22509,9,7,0,2,0,0.9660402631955969,True,576
22510,9,7,0,2,0,1.0647863821817423,True,576
22516,9,7,0,2,0,1.0468878402281154,True,576
22518,9,7,0,2,0,1.0462018221297178,True,576
22519,9,7,0,2,0,1.0508802434066564,True,576
22520,9,7,0,2,0,1.0665661032902791,True,576
22521,9,7,0,2,0,1.073065097283593,True,576
22522,9,7,0,2,0,0.9827890166582727,True,576
22523,9,7,0,2,0,0.9708595997807605,True,576
22524,9,7,0,2,0,1.0323132985051813,True,576
22526,9,7,0,2,0,0.9975347414740386,True,576
22527,9,7,0,2,0,0.9932383551044568,True,576
22528,9,7,0,2,0,1.0626300932371306,True,576
22529,9,7,0,2,0,1.0673618717153306,True,576
22541,9,7,0,2,0,2.412908051993866,True,576
22542,9,7,0,2,0,2.431750202056625,True,576
22543,13,7,5,1,0,2.3126440413544125,True,576
22545,14,7,6,1,0,2.0109894982499856,True,576
22546,14,7,6,1,0,2.008441576074567,True,576
22547,14,7,6,1,0,0.852223370227128,True,576
22549,13,7,5,1,0,1.0424687948477946,True,576
22550,13,7,5,1,0,1.0472517713007452,True,576
22551,13,7,5,1,0,1.0351211212904055,True,576
22552,13,7,5,1,0,0.9772194709003335,True,576
22553,13,7,5,1,0,1.0524971530896858,True,576
22555,13,7,5,1,0,0.9810424607879595,True,576
22556,13,7,5,1,0,1.0616422976401094,True,576
22557,13,7,5,1,0,1.0629368788716689,True,576
22558,13,7,5,1,0,1.0473122509973827,True,576
22559,13,7,5,1,0,1.0639959853395187,True,576
22560,13,7,5,1,0,1.0618780818602844,True,576
22561,13,7,5,1,0,1.0646350242608644,True,576
22562,13,7,5,1,0,1.043205969808708,True,576
22563,13,7,5,1,0,1.045441901554856,True,576
22564,13,7,5,1,0,1.0395291347866449,True,576
22565,13,7,5,1,0,1.0724902781339747,True,576
22566,13,7,5,1,0,1.0640800072024406,True,576
22567,13,7,5,1,0,0.951553265497717,True,576
22571,13,7,5,1,0,1.053403026617311,True,576
22572,13,7,5,1,0,1.07603702763817,True,576
22574,13,7,5,1,0,0.9779412051797267,True,576
22575,13,7,5,1,0,1.0671136941280666,True,576
22576,13,7,5,1,0,1.0490157069503692,True,576
22578,13,7,5,1,0,1.0068444822436335,True,576
22579,13,7,5,1,0,0.9852369589653411,True,576
22580,13,7,5,1,0,1.04727299765909,True,576
22582,13,7,5,1,0,1.0414216738434532,True,576
22584,13,7,5,1,0,1.053347370117879,True,576
22585,13,7,5,1,0,1.0747227908663448,True,576
22586,13,7,5,1,0,1.0608742234702813,True,576
22588,14,7,6,1,0,0.9806419474334465,True,576
22589,14,7,6,1,0,0.9872358380077371,True,576
22590,14,7,6,1,0,1.0685350097266482,True,576
22591,14,7,6,1,0,1.0710781293619944,True,576
22592,14,7,6,1,0,1.0619804992368311,True,576
22593,14,7,6,1,0,1.0559929138136321,True,576
22594,14,7,6,1,0,1.068109929005816,True,576
22595,14,7,6,1,0,0.9242751747903065,True,576
22597,14,7,6,1,0,1.0483134260630935,True,576
22598,14,7,6,1,0,1.057239405765854,True,576
22599,14,7,6,1,0,1.0651612624256541,True,576
22600,14,7,6,1,0,1.0661184357697455,True,576
22601,14,7,6,1,0,0.9923529628510389,True,576
22603,14,7,6,1,0,0.9990210136099698,True,576
22604,14,7,6,1,0,1.0124703919209275,True,576
22606,14,7,6,1,0,1.0633698385837413,True,576
22607,14,7,6,1,0,1.062987019460597,True,576
22609,14,7,6,1,0,1.0607287782923709,True,576
22610,14,7,6,1,0,1.0502896851053,True,576
22613,16,7,8,1,0,1.0357439496540637,True,576
22614,15,7,7,1,0,0.9472444009555341,True,576
22615,15,7,7,1,0,1.0397148175875173,True,576
22616,15,7,7,1,0,1.033247014970487,True,576
22617,15,7,7,1,0,1.0337590872210847,True,576
22618,15,7,7,1,0,1.0356469680585534,True,576
22619,15,7,7,1,0,1.0331355732049663,True,576
22622,15,7,7,1,0,1.0185229957786979,True,576
22623,15,7,7,1,0,1.0199824805230426,True,576
22624,15,7,7,1,0,1.0253185897215362,True,576
22625,15,7,7,1,0,1.0190649365972573,True,576
22626,15,7,7,1,0,1.0193259128860959,True,576
22627,15,7,7,1,0,1.0305072956576735,True,576
22628,15,7,7,1,0,1.0303048402392911,True,576
22629,15,7,7,1,0,1.0227358526326278,True,576
22630,15,7,7,1,0,1.0129473039585486,True,576
22631,15,7,7,1,0,0.9980595765164866,True,576
22633,15,7,7,1,0,0.9372931856216392,True,576
22634,15,7,7,1,0,1.019283467885935,True,576
22636,16,7,8,1,0,1.0364795637455444,True,576
22637,16,7,8,1,0,1.0279630504622905,True,576
22638,16,7,8,1,0,1.028859671922734,True,576
22642,16,7,8,1,0,1.0225184340751854,True,576
22643,16,7,8,1,0,1.0335304044080806,True,576
22648,16,7,8,1,0,1.0203477352000954,True,576
22649,16,7,8,1,0,1.0193732831547258,True,576
22650,16,7,8,1,0,1.023253075080481,True,576
22651,15,7,7,1,0,0.8766451776769215,True,576
22652,16,7,8,1,0,1.019915068500489,True,576
22653,15,7,7,1,0,0.9495995289196721,True,576
22654,16,7,8,1,0,1.0292542507426927,True,576
22655,16,7,8,1,0,1.0376082744302513,True,576
22657,16,7,8,1,0,1.03950295215082,True,576
22658,16,7,8,1,0,1.0156489276973497,True,576
22659,16,7,8,1,0,1.0361086140737727,True,576
22660,16,7,8,1,0,0.9594284623365779,True,576
22663,16,7,8,1,0,1.0002509131351824,True,576
22664,16,7,8,1,0,1.007986273200308,True,576
22665,15,7,7,1,0,0.8798808230727087,True,576
22668,16,7,8,1,0,0.9012179117655837,True,576
22669,16,7,8,1,0,1.0157364675405383,True,576
22670,16,7,8,1,0,1.0180667957114033,True,576
22671,16,7,8,1,0,1.0261926091434326,True,576
22672,15,7,7,1,0,0.9507235387235107,True,576
22674,15,7,7,1,0,1.0270685268526814,True,576
22675,15,7,7,1,0,1.0101955721204345,True,576
22676,16,7,8,1,0,1.0144604139839108,True,576
22678,15,7,7,1,0,0.8964742149586047,True,576
22679,16,7,8,1,0,1.003462342403425,True,576
22680,15,7,7,1,0,1.0199322642894204,True,576
22682,16,7,8,1,0,1.032902545930588,True,576
22684,15,7,7,1,0,1.0341721327608118,True,576
22686,16,7,8,1,0,1.0217073808596306,True,576
22687,15,7,7,1,0,1.0188874229411335,True,576
22688,15,7,7,1,0,0.9598026100437024,True,576
22689,15,7,7,1,0,1.004207539254864,True,576
22692,15,7,7,1,0,1.026703757584619,True,576
22693,16,7,8,1,0,1.0413373043975256,True,576
22695,9,0,2,0,7,0.0019875431184237734,False,13
22697,15,7,7,1,0,0.4557678807349437,True,576
22698,15,7,7,1,0,0.4573976751458088,True,576
22699,15,7,7,1,0,0.46298384029968753,True,576
22700,15,7,7,1,0,0.4701515507912931,True,576
22701,15,7,7,1,0,0.4700065607533013,True,576
22706,15,7,7,1,0,0.463153948777108,True,576
22708,15,7,7,1,0,0.45540334800848803,True,576
22712,14,7,6,1,0,0.05985113052184484,False,576
22713,14,7,6,1,0,0.060573164912526005,False,576
22727,23,2,10,2,9,0.07118344886333039,False,511
22732,33,2,20,2,9,0.14770358457888627,True,511
22734,47,2,33,3,9,0.1311751801041677,True,510
22735,70,2,44,11,13,0.13101895195583788,True,505
22736,63,2,44,9,8,0.12939353824072658,True,505
22748,69,1,55,9,4,0.07651981948703535,False,439
22751,71,1,58,9,3,0.09144753100488402,False,442
22758,82,1,65,12,4,0.05340193908657992,False,445
22766,70,1,52,14,3,0.06821795247666132,False,383
22767,70,1,55,14,0,0.06544576804608593,False,383
22768,55,1,41,12,1,0.052669937127101774,False,365
22769,53,1,40,12,0,0.05459949208381066,False,367
22770,55,1,43,11,0,0.05620056223118794,False,366
22772,57,1,44,12,0,0.054234417375848276,False,371
22773,56,1,43,12,0,0.05379039478849634,False,370
22775,57,1,44,12,0,0.05549615542474601,False,371
22776,54,1,41,12,0,0.05358546389376592,False,368
22778,48,1,35,12,0,0.07422882815748004,False,361
22779,49,1,36,12,0,0.05389112905887241,False,363
22780,50,1,37,12,0,0.05397748661996237,False,364
22781,50,1,37,11,1,0.05318775384267833,False,364
22784,52,1,38,13,0,0.05352584648692764,False,365
22785,49,1,36,12,0,0.05178582910808838,False,363
22791,53,1,39,12,1,0.05666641208752993,False,366
22795,45,1,35,9,0,0.11744003114919224,True,359
22796,51,1,46,4,0,0.19701855975474636,True,371
22797,52,1,48,3,0,0.1841784145374173,True,373
22798,53,1,49,3,0,0.1946819981311954,True,374
22800,54,1,49,4,0,0.18953639149898943,True,374
22802,53,1,49,3,0,0.1969076693339686,True,374
22803,53,1,49,3,0,0.1905760771313767,True,374
22804,53,1,49,3,0,0.18892184891617286,True,374
22806,58,1,54,3,0,0.19136664924454483,True,379
22809,58,1,54,3,0,0.19902080255496865,True,379
22811,59,1,54,4,0,0.18355685059024812,True,379
22812,58,1,54,3,0,0.19516853301536946,True,379
22823,11,7,1,3,0,0.18680965559359325,True,576
22824,10,7,1,2,0,0.1872808240657558,True,576
22825,13,7,1,3,2,0.20872633859215706,True,576
22826,10,7,1,2,0,0.24477845782201513,True,576
22827,11,7,1,3,0,0.2816508996601551,True,576
22829,11,7,1,3,0,0.28389536043186836,True,576
22830,11,7,1,3,0,0.26443500378585116,True,576
22831,11,7,1,3,0,0.2738241824711907,True,576
22832,11,7,1,3,0,0.28398430225399207,True,576
22833,11,7,1,3,0,0.2705181005461105,True,576
22836,11,7,1,3,0,0.2896957098623083,True,576
22837,10,7,1,2,0,0.28029046483139897,True,576
22838,11,7,1,3,0,0.2746699482330852,True,576
22839,10,7,1,2,0,0.2869828689294652,True,576
22840,11,7,1,3,0,0.2875722004897484,True,576
22841,11,7,1,3,0,0.28734014760996474,True,576
22842,9,7,0,1,1,0.24686112763087883,True,576
22843,8,7,1,0,0,0.2769170347378881,True,576
22845,8,7,1,0,0,0.26162501458433396,True,576
22846,8,7,1,0,0,0.27710652327766544,True,576
22847,8,7,1,0,0,0.27922666668315954,True,576
22850,9,7,1,1,0,0.2771775655486123,True,576
22851,9,7,0,1,1,0.27572917126813945,True,576
22852,8,7,1,0,0,0.2638146123518828,True,576
22853,11,7,1,3,0,0.27725035548725424,True,576
22854,10,7,1,2,0,0.26944170265876033,True,576
22858,11,7,1,3,0,0.26971757879401226,True,576
22861,9,7,1,1,0,0.2547857077036807,True,576
22862,10,7,1,2,0,0.28034682723380777,True,576
22864,11,7,1,3,0,0.2736983630647467,True,576
22866,10,7,1,2,0,0.27724458202575286,True,576
22869,10,7,1,2,0,0.2770547757336446,True,576
22870,10,7,1,2,0,0.2760867269590107,True,576
22872,10,7,1,2,0,0.2765152266870504,True,576
22873,10,7,1,2,0,0.26080539282748744,True,576
22874,11,7,1,3,0,0.26748706585584314,True,576
22875,9,7,1,1,0,0.28017034386055956,True,576
22876,10,7,1,2,0,0.28142757419420394,True,576
22877,11,7,1,3,0,0.2848596612562465,True,576
22878,10,7,1,2,0,0.2873632845718538,True,576
22879,11,7,1,3,0,0.27765551676586275,True,576
22880,10,7,1,2,0,0.27463775694608406,True,576
22882,10,7,1,2,0,0.28369324573019644,True,576
22883,10,7,1,2,0,0.2760813373929468,True,576
22884,10,7,1,2,0,0.2695237531474976,True,576
22885,10,7,1,2,0,0.2841724569156061,True,576
22886,11,7,1,3,0,0.2914882806308916,True,576
22887,10,7,1,2,0,0.2905133552486434,True,576
22888,10,7,1,2,0,0.274516834850799,True,576
22889,9,7,1,1,0,0.2735774896540244,True,576
22890,10,7,1,2,0,0.28130375577224365,True,576
22891,10,7,1,2,0,0.2742327972459909,True,576
22892,11,7,1,3,0,0.28760300914159415,True,576
22893,10,7,1,2,0,0.27766712486014716,True,576
22894,11,7,1,3,0,0.292009725130837,True,576
22895,10,7,1,2,0,0.28394422690806753,True,576
22896,9,7,1,1,0,0.27846256494813953,True,576
22897,9,7,1,1,0,0.2823111467755837,True,576
22898,8,7,1,0,0,0.2737622798417919,True,576
22899,9,7,1,1,0,0.27132287703191155,True,576
22900,10,7,1,2,0,0.27788863241900374,True,576
22903,8,7,1,0,0,0.27740010272149285,True,576
22904,8,7,1,0,0,0.2836010885161887,True,576
22905,9,7,1,1,0,0.28048764614784444,True,576
22906,8,7,1,0,0,0.2820261203588771,True,576
22907,8,7,1,0,0,0.2770209300331688,True,576
22909,9,7,1,1,0,0.27642004332359216,True,576
22910,9,7,1,1,0,0.28205499527556865,True,576
22911,8,7,1,0,0,0.2814970044259352,True,576
22912,9,7,1,1,0,0.28231674350212094,True,576
22915,24,7,1,1,15,0.08006607332060024,False,576
22916,11,7,1,3,0,0.1702656687722796,True,576
22919,9,7,1,1,0,0.2826582658497141,True,576
22920,9,7,1,1,0,0.2881643187019484,True,576
22922,8,7,1,0,0,0.28142475681434304,True,576
22925,8,7,1,0,0,0.28117280950968754,True,576
22926,10,7,1,2,0,0.28685551217732813,True,576
22927,10,7,1,2,0,0.26513689387719264,True,576
22928,10,7,1,2,0,0.2820261051636136,True,576
22929,10,7,1,2,0,0.2833180359736075,True,576
22930,9,7,1,1,0,0.26972934162639683,True,576
22931,10,7,1,2,0,0.2723635598412105,True,576
22932,10,7,1,2,0,0.2868801951588914,True,576
22933,8,7,1,0,0,0.26957332601371914,True,576
22934,10,7,1,2,0,0.2792716653097016,True,576
22935,11,7,1,3,0,0.28340135520970744,True,576
22937,8,7,1,0,0,0.2733838260037146,True,576
22939,8,7,1,0,0,0.26850444965362574,True,576
22941,10,7,1,2,0,0.22459617838398732,True,576
22943,9,7,1,1,0,0.21745424221643533,True,576
22944,9,7,1,1,0,0.1257737003380284,True,576
22945,9,7,1,1,0,0.12468821864748114,True,576
22946,9,7,1,1,0,0.12516196002501848,True,576
22947,9,7,1,1,0,0.1266392707097907,True,576
22948,9,7,1,1,0,0.2869252152083338,True,576
22949,9,7,1,1,0,0.27004217358711563,True,576
22950,9,7,1,1,0,0.28251238837721593,True,576
22951,9,7,1,1,0,0.2698093287802933,True,576
22952,9,7,1,1,0,0.25713694689943684,True,576
22953,9,7,1,1,0,0.2706075861484095,True,576
22954,9,7,1,1,0,0.2730449143432938,True,576
22955,10,7,1,2,0,0.28279742879772035,True,576
22956,9,7,1,1,0,0.28510216637718705,True,576
22957,9,7,1,1,0,0.2783953752899654,True,576
22959,8,7,1,0,0,0.26145521217475765,True,576
22960,10,7,1,2,0,0.2806553878279685,True,576
22963,10,7,1,2,0,0.2818349041528343,True,576
22964,9,7,1,1,0,0.2765566921729209,True,576
22965,9,7,1,1,0,0.27808793364825074,True,576
22966,9,7,1,1,0,0.2761820621784149,True,576
22967,9,7,1,1,0,0.279802406835485,True,576
22968,10,7,1,2,0,0.26819634453636443,True,576
22970,9,7,1,1,0,0.273236952349301,True,576
22971,9,7,1,1,0,0.27453011292897866,True,576
22975,10,7,1,2,0,0.2805480126761337,True,576
22977,8,7,1,0,0,0.28571848034416736,True,576
22978,9,7,1,1,0,0.2850431802865459,True,576
22979,10,7,1,2,0,0.2899093710139753,True,576
22980,9,7,1,1,0,0.28197504916300786,True,576
22981,107,0,39,25,43,0.032100925648438916,False,209
22982,10,7,1,2,0,0.12656971953952173,True,576
22983,10,7,1,2,0,0.11289325967290947,True,576
22984,10,7,1,2,0,0.11648935693333615,True,576
22985,10,7,1,2,0,0.11238932976895849,True,576
22988,108,0,44,26,38,0.040937121240958045,False,208
22989,109,0,44,26,39,0.041535821138246165,False,208
22990,9,7,1,1,0,0.11065556894406511,True,576
22991,9,7,1,1,0,0.10742248533904918,True,576
22992,9,7,1,1,0,0.10815535866933489,True,576
22994,9,7,1,1,0,0.10681537680370987,True,576
22995,9,7,1,1,0,0.1735508497494611,True,576
22996,8,7,1,0,0,0.17732482839104086,True,576
22997,8,7,1,0,0,0.1685472141856154,True,576
23002,11,7,1,1,2,0.2707946472682238,True,576
23003,10,7,1,1,1,0.26666444691690283,True,576
23004,9,7,1,1,0,0.1750305745185789,True,576
23007,10,7,1,2,0,0.17900405932701624,True,576
23008,10,7,1,2,0,0.30369986724972253,True,576
23009,10,7,1,2,0,0.29215443633847255,True,576
23011,11,7,1,3,0,0.3873473435873371,True,576
23012,10,7,1,2,0,0.21783667414944627,True,576
23014,27,7,1,1,18,0.13558802132438888,True,576
23015,27,7,1,1,18,0.13835370737896951,True,576
23016,11,7,1,3,0,0.3263281556954104,True,576
23018,11,7,1,3,0,0.2999190008876489,True,576
23019,11,7,1,3,0,0.28908450401040153,True,576
23022,11,7,1,3,0,0.2853521363580972,True,576
23023,10,7,1,2,0,0.2874187353629795,True,576
23024,10,7,1,2,0,0.27526728977050835,True,576
23026,10,7,1,2,0,0.2840441612905297,True,576
23027,10,7,1,2,0,0.2844565346937751,True,576
23028,11,7,1,3,0,0.28540657413725123,True,576
