run,layer_number,layer_code,wire,value,local_median,robust_z,reason
21500,1,11,5,0.001381777,0.001444431,-0.002824328830826999,low/dead
21502,1,11,5,0.001557291,0.001444431,0.005087524369507705,low/dead
21503,1,11,5,0.001447848,0.001400823,0.002119801820628211,low/dead
21504,1,11,5,0.001390531,0.001400823,-0.0004639447174461603,low/dead
21505,1,11,5,0.001490377,0.001400823,0.00403693210514702,low/dead
21506,1,11,5,0.001342159,0.001390531,-0.002180522140721478,low/dead
21507,1,11,5,0.001297717,0.001390531,-0.004183887000101785,low/dead
21508,1,11,5,0.001400823,0.001390531,0.0004639447174461603,low/dead
21509,1,11,5,0.00141231,0.001390531,0.0009817578703128496,low/dead
21513,1,11,5,0.001389428,0.001400823,-0.0005136659595121407,low/dead
21515,1,11,5,0.001150858,0.001400823,-0.011267969422505702,low/dead
21516,1,11,5,0.001299513,0.00141231,-0.005084684443623609,low/dead
21517,1,11,5,0.001443578,0.00143481,0.0003952455579642414,low/dead
21518,1,11,5,0.001456592,0.001443578,0.0005866475469145246,low/dead
21520,1,11,5,0.00154528,0.001456592,0.003997894393787871,low/dead
21521,1,11,5,0.00143481,0.001473633,-0.0017500705174322009,low/dead
21522,1,11,5,0.001473633,0.00154528,-0.0032297169812344362,low/dead
21524,1,11,5,0.001586577,0.001586577,0.0,low/dead
21525,1,11,5,0.001634001,0.001634001,0.0,low/dead
21533,1,11,5,0.005275166,0.005275166,0.0,low/dead
21534,1,11,5,0.005278771,0.005278771,0.0,low/dead
21536,1,11,5,0.005343866,0.005343866,0.0,low/dead
21537,1,11,5,0.005608208,0.005460816,0.006644164379500956,low/dead
21538,1,11,5,0.006108083,0.005460816,0.029177623924137367,low/dead
21539,1,11,5,0.005460816,0.005460816,0.0,low/dead
21541,1,11,5,0.005941909,0.005460816,0.02168680100566694,low/dead
21542,1,11,5,0.006013439,0.005460816,0.024911243838830886,low/dead
21543,1,11,5,0.005926471,0.005460816,0.020990883929497686,low/dead
21563,1,11,5,0.003284638,0.003437541,-0.006892590277076358,low/dead
21564,1,11,5,0.003299239,0.003437541,-0.006234403644795819,low/dead
21565,1,11,5,0.002992959,0.003437541,-0.020040951260362178,low/dead
21566,1,11,5,0.002455763,0.003437541,-0.04425677388309884,low/dead
21567,1,11,5,0.002704296,0.003437541,-0.03305335642672051,low/dead
21568,1,11,5,0.003437541,0.003437541,0.0,low/dead
21569,1,11,5,0.003612494,0.003612494,0.0,low/dead
21676,1,11,5,0.995656732,1.197514187,-9.099368434160057,outlier
21677,1,11,5,0.680859313,1.199823032,-23.39394442054624,outlier
21695,1,11,5,0.938923686,1.301082878,-16.325480373393766,outlier
21697,1,11,5,0.576251696,1.234524354,-29.67373905152942,outlier
21700,1,11,5,1.397434366,1.205061663,8.671812994334289,outlier
21705,1,11,5,1.341000579,1.205061663,6.12788009848007,outlier
21711,1,11,5,1.147789568,1.260048772,-5.060441574087686,outlier
21781,1,11,5,0.678970982,0.82219897,-6.4564582610806065,outlier
21843,1,11,5,0.272410157,0.272410157,0.0,low/dead
21847,1,11,5,0.263470192,0.263908333,-0.019750602647355047,low/dead
21849,1,11,5,0.257431641,0.263470192,-0.2722069410687147,low/dead
21850,1,11,5,0.253919803,0.262873968,-0.40363753895173693,low/dead
21851,1,11,5,0.263908333,0.262015271,0.08533580593646109,low/dead
21855,1,11,5,0.261851,0.261851,0.0,low/dead
21856,1,11,5,0.259471493,0.259530998,-0.0026823776148115677,low/dead
21857,1,11,5,0.262873968,0.259471493,0.15337740988074436,low/dead
21858,1,11,5,0.254593797,0.259530998,-0.22256007801398034,low/dead
21859,1,11,5,0.262015271,0.261851,0.007405039125495018,low/dead
21860,1,11,5,0.259530998,0.261851,-0.10458148779289873,low/dead
21861,1,11,5,0.190250703,0.262015271,-3.2350167337160447,low/dead
21862,1,11,5,0.259031748,0.262873968,-0.1732003179426717,low/dead
21864,1,11,5,0.268106144,0.266313469,0.08081054181381403,low/dead
21865,1,11,5,0.266313469,0.268106144,-0.08081054181381403,low/dead
21871,1,11,5,0.296896521,0.268106144,1.297818045319992,low/dead
21874,1,11,5,0.294718872,0.294718872,0.0,low/dead
21875,1,11,5,0.334898256,0.294718872,1.8112138512476332,low/dead
21876,1,11,5,0.29744793,0.294718872,0.12302099132376387,low/dead
21877,1,11,5,0.346494083,0.294718872,2.3339327281490636,low/dead
21879,1,11,5,0.241378841,0.296896521,-2.5026364516970636,low/dead
21880,1,11,5,0.335678256,0.29744793,1.7233538470602863,low/dead
21881,1,11,5,0.288652353,0.334898256,-2.0846815390961337,low/dead
21882,1,11,5,0.287483943,0.335678256,-2.172512332617242,low/dead
21886,1,11,5,0.054512176,0.346494083,-13.162015482171116,low/dead
21922,1,11,5,2.332358982,2.045173175,12.945815981651934,outlier
21923,1,11,5,2.32714012,2.045173175,12.71055913594843,outlier
21930,1,11,5,1.906235817,2.017901571,-5.033689923041396,outlier
21932,1,11,5,1.867166588,2.018572456,-6.825102278366704,outlier
21948,1,11,5,1.80589707,2.039839838,-10.545716226033012,outlier
21950,1,11,5,1.890919057,2.04651232,-7.013862460071965,outlier
21957,1,11,5,1.864817097,2.039839838,-7.889708134463356,outlier
21958,1,11,5,1.887329235,2.035345967,-6.672326166444191,outlier
21962,1,11,5,1.884949195,2.021610655,-6.160451073210194,outlier
21976,1,11,5,1.912029966,2.040342009,-5.784074478679972,outlier
21980,1,11,5,1.771526996,2.040342009,-12.117693864318904,outlier
21993,1,11,5,1.837748254,2.031734733,-8.74455909327923,outlier
21994,1,11,5,1.842766871,2.031734733,-8.51832892945923,outlier
21995,1,11,5,1.873868829,2.031734733,-7.116308999772845,outlier
22004,1,11,5,1.797901659,2.050454046,-11.38460414176715,outlier
22014,1,11,5,1.935585655,2.086675026,-6.8108351668978475,outlier
22018,1,11,5,1.78124518,2.078352706,-13.393069102331598,outlier
22019,1,11,5,1.837586687,2.056442572,-9.865626868223247,outlier
22020,1,11,5,2.078352706,1.935585655,6.435680056045098,outlier
22021,1,11,5,2.086675026,1.935585655,6.8108351668978475,outlier
22025,1,11,5,1.927679398,2.056442572,-5.804410646997701,outlier
22026,1,11,5,1.928513108,2.061636019,-6.000939693888928,outlier
22027,1,11,5,1.931581682,2.072675298,-6.360244637444288,outlier
22038,1,11,5,1.899391346,2.09300424,-8.727718558177491,outlier
22050,1,11,5,0.623909067,2.066864368,-65.04581125241738,outlier
22051,1,11,5,1.808393276,2.077489857,-12.130386439736883,outlier
22054,1,11,5,3.378714047,2.077489857,58.6568294951083,outlier
22055,1,11,5,0.669900939,2.077489857,-63.45155876815508,outlier
22056,1,11,5,1.91133725,2.066864368,-7.010880763284602,outlier
22091,1,11,5,1.84543018,1.997181505,-6.840674854178484,outlier
22093,1,11,5,1.846107261,1.997181505,-6.810153269138337,outlier
22097,1,11,5,1.860127551,1.996379609,-6.141995972626069,outlier
22100,1,11,5,1.849369069,1.996379609,-6.626968853663724,outlier
22103,1,11,5,1.887984711,2.018125872,-5.866527804922257,outlier
22107,1,11,5,1.78850821,2.00717072,-9.856909873495674,outlier
22116,1,11,5,1.878468176,2.024221428,-6.570292588029406,outlier
22117,1,11,5,1.83551526,2.02524767,-8.552793368424847,outlier
22127,1,11,5,1.873166211,2.045136771,-7.752121343592836,outlier
22133,1,11,5,2.169808945,2.045136771,5.619995777286065,outlier
22136,1,11,5,1.459763188,2.046457055,-26.447096808463687,outlier
22139,1,11,5,2.022667128,2.169808945,-6.632886583033346,outlier
22146,1,11,5,2.042338259,2.24232345,-9.014970164390869,outlier
22157,1,11,5,2.062017656,2.240491358,-8.045271205398324,outlier
22163,1,11,5,2.229853911,2.099789987,5.8630461008665575,outlier
22177,1,11,5,1.934733002,2.089546445,-6.978709587009493,outlier
22185,1,11,5,1.789477538,2.089546445,-13.526562793673932,outlier
22189,1,11,5,1.935577497,2.092411123,-7.069775777363624,outlier
22192,1,11,5,1.896666017,2.092411123,-8.823834812926366,outlier
22217,1,11,5,1.831603078,2.095188521,-11.881954321371458,outlier
22218,1,11,5,1.949656544,2.104668081,-6.987639305709235,outlier
22258,1,11,5,2.132020507,2.281107182,-6.720557258828414,outlier
22297,1,11,5,2.040732303,2.305158971,-11.919875220607153,outlier
22309,1,11,5,2.093240489,2.257777879,-7.417047504166165,outlier
22368,1,11,5,2.2280258,2.363447023,-6.104543435770302,outlier
22380,1,11,5,2.198333948,2.395050542,-8.867627732248376,outlier
22385,1,11,5,2.989193907,2.348275486,28.891441482402094,outlier
22389,1,11,5,2.634895688,2.289697536,15.560907412803695,outlier
22390,1,11,5,2.796618327,2.22650013,25.699895629428454,outlier
22417,1,11,5,1.998578522,2.187913263,-8.534867170227974,outlier
22427,1,11,5,2.098937175,2.212526339,-5.120393761846598,outlier
22491,1,11,5,2.062680543,2.190592739,-5.766050100188252,outlier
22496,1,11,5,2.006945286,2.190592739,-8.278494528934255,outlier
22498,1,11,5,0.784178876,2.190592739,-63.3985894172069,outlier
22506,1,11,5,2.100698006,2.214420067,-5.1263845178818075,outlier
22509,1,11,5,2.094789841,2.214420067,-5.392713894246978,outlier
22541,1,11,5,4.936046778,2.259312029,120.66235394511419,outlier
22542,1,11,5,4.97182082,2.259312029,122.27498295867782,outlier
22543,1,11,5,4.791081348,2.259312029,114.12757494581271,outlier
22545,1,11,5,4.599435145,2.259312029,105.48851125552282,outlier
22546,1,11,5,4.585157715,2.259312029,104.84491057273937,outlier
22547,1,11,5,1.925359635,2.179916286,-11.474952732436368,outlier
22567,1,11,5,2.05056945,2.194370781,-6.482303524987989,outlier
22574,1,11,5,2.08042414,2.194370781,-5.136508177485789,outlier
22588,1,11,5,2.086886559,2.212026077,-5.641062798276171,outlier
22595,1,11,5,2.023154418,2.227157764,-9.196101313451303,outlier
22614,1,11,5,2.050442336,2.19843086,-6.671054600899133,outlier
22633,1,11,5,2.018532295,2.181722604,-7.35632353273961,outlier
22651,1,11,5,1.984071573,2.175025785,-8.607869989457201,outlier
22665,1,11,5,1.960785097,2.117408646,-7.060305886729429,outlier
22668,1,11,5,1.992534523,2.117408646,-5.629099272402995,outlier
22678,1,11,5,1.999615405,2.149271278,-6.746215673643904,outlier
22693,1,11,5,2.217156965,2.092445883,5.621749679449533,outlier
22712,1,11,5,0.200939245,0.858431603,-29.63856454093642,low/dead
22713,1,11,5,0.204843292,0.808849784,-27.227518584005495,low/dead
22727,1,11,5,0.291045763,0.617340187,-14.708761596087895,low/dead
22734,1,11,5,0.617340187,0.464449304,6.892044064664641,outlier
22735,1,11,5,0.858431603,0.464449304,17.760008393737117,outlier
22736,1,11,5,0.808849784,0.519149798,13.059150616879677,outlier
22823,1,11,5,0.421684882,0.583660313,-7.30155903308536,outlier
22824,1,11,5,0.424232268,0.583660313,-7.186727486447553,outlier
22915,1,11,5,0.209389275,0.582336548,-16.811787523736864,low/dead
22916,1,11,5,0.398874336,0.582522263,-8.278515895995675,outlier
22944,1,11,5,0.308378801,0.520865665,-9.578522938155851,low/dead
22945,1,11,5,0.307434721,0.520865665,-9.621080354483732,low/dead
22946,1,11,5,0.309239929,0.520865665,-9.539704847731736,low/dead
22947,1,11,5,0.31085764,0.520865665,-9.466781366114507,low/dead
22982,1,11,5,0.340986519,0.340986519,0.0,low/dead
22983,1,11,5,0.314257651,0.320347758,-0.2745309921620524,low/dead
22984,1,11,5,0.320347758,0.314257651,0.2745309921620524,low/dead
22985,1,11,5,0.309068158,0.314257651,-0.23393294438144493,low/dead
22990,1,11,5,0.297793443,0.314257651,-0.7421766739734529,low/dead
22991,1,11,5,0.293755902,0.314257651,-0.9241817087987798,low/dead
22992,1,11,5,0.29469662,0.314257651,-0.8817758453410925,low/dead
22994,1,11,5,0.290358011,0.320347758,-1.3518834724248658,low/dead
23002,1,11,5,0.628546139,0.45104564,8.001400976982792,outlier
23003,1,11,5,0.620368596,0.462621873,7.110936536172973,outlier
23008,1,11,5,0.701714426,0.537857093,7.386391766436641,outlier
23011,1,11,5,0.843455899,0.616523906,10.229683188095445,outlier
23014,1,11,5,0.361377787,0.597825774,-10.6586469606906,low/dead
23015,1,11,5,0.367759205,0.597825774,-10.370984196318679,low/dead
23052,1,11,5,0.213732154,0.577607501,-16.402841532213117,low/dead
23053,1,11,5,0.4029515,0.577607501,-7.873176159562839,outlier
23054,1,11,5,0.390684493,0.503926535,-5.104746130850741,low/dead
23055,1,11,5,0.354279981,0.4973695615,-6.4502191016869075,low/dead
23057,1,11,5,0.599923663,0.446882044,6.898838970506942,outlier
21317,1,11,6,0.019263794,0.0266617905,-0.31622536977884563,low/dead
21322,1,11,6,0.022505206,0.028647424,-0.262547455694563,low/dead
21323,1,11,6,0.024676157,0.0288088325,-0.17665010224909883,low/dead
21325,1,11,6,0.031774132,0.028647424,0.13365029214199728,low/dead
21326,1,11,6,0.028647424,0.0288088325,-0.006899362901556953,low/dead
21327,1,11,6,0.029199375,0.028970241,0.00979427117583871,low/dead
21328,1,11,6,0.028970241,0.028970241,0.0,low/dead
21329,1,11,6,0.029280575,0.029111462,0.007228689680970983,low/dead
21331,1,11,6,0.028361747,0.029199375,-0.035804183475501086,low/dead
21333,1,11,6,0.030640323,0.029111462,0.06535075206719218,low/dead
21334,1,11,6,0.029111462,0.029111462,0.0,low/dead
21335,1,11,6,0.028768039,0.028970241,-0.008643070082558539,low/dead
21336,1,11,6,0.029431073,0.029111462,0.013661686195767436,low/dead
21339,1,11,6,0.038747368,0.028768039,0.42656373292008953,low/dead
21340,1,11,6,0.01996365,0.028768039,-0.3763412387667121,low/dead
21341,1,11,6,0.019498834,0.01996365,-0.019868434849776403,low/dead
21342,1,11,6,0.018479113,0.019498834,-0.043587699763882645,low/dead
21343,1,11,6,0.056253036,0.018479113,1.614636174628177,low/dead
21344,1,11,6,0.011396245,0.011396245,0.0,low/dead
21345,1,11,6,0.0084741,0.0084741,0.0,low/dead
21346,1,11,6,0.007349744,0.007349744,0.0,low/dead
21347,1,11,6,0.00664756,0.007349744,-0.030014666140054116,low/dead
21348,1,11,6,0.006455493,0.007349744,-0.038224518374684636,low/dead
21349,1,11,6,0.00387148,0.007349744,-0.1486774587671739,low/dead
21350,1,11,6,0.004667116,0.007349744,-0.11466821203268819,low/dead
21351,1,11,6,0.00594303,0.007349744,-0.06012961141885901,low/dead
21352,1,11,6,0.007965149,0.007965149,0.0,low/dead
21353,1,11,6,0.00919576,0.00878784,0.017436430639050312,low/dead
21354,1,11,6,0.00878784,0.00919576,-0.017436430639050312,low/dead
21355,1,11,6,0.010159279,0.010159279,0.0,low/dead
21356,1,11,6,0.010296678,0.010296678,0.0,low/dead
21357,1,11,6,0.011986145,0.011986145,0.0,low/dead
21358,1,11,6,0.013108381,0.013108381,0.0,low/dead
21380,1,11,6,0.575842697,0.205433232,15.833052913611056,outlier
21385,1,11,6,0.213537192,0.205628677,0.3380473456937348,low/dead
21386,1,11,6,0.210870755,0.209984436,0.03788546716898495,low/dead
21387,1,11,6,0.209984436,0.209984436,0.0,low/dead
21388,1,11,6,0.205628677,0.209984436,-0.18618574643047353,low/dead
21389,1,11,6,0.205433232,0.210870755,-0.23242545753515534,low/dead
21390,1,11,6,0.23632591,0.209984436,1.1259592183059088,low/dead
21391,1,11,6,0.212337953,0.207279927,0.21620396038319473,low/dead
21392,1,11,6,0.207279927,0.205628677,0.07058223694040902,low/dead
21393,1,11,6,0.199209624,0.205433232,-0.2660264493445731,low/dead
21394,1,11,6,0.238635883,0.200196348,1.6430875804688305,low/dead
21395,1,11,6,0.200196348,0.199209624,0.042177251877540074,low/dead
21397,1,11,6,0.198256737,0.198256737,0.0,low/dead
21398,1,11,6,0.19344053,0.19344053,0.0,low/dead
21399,1,11,6,0.192759243,0.19344053,-0.029121429497908146,low/dead
21400,1,11,6,0.192983167,0.193107581,-0.005318042953340399,low/dead
21401,1,11,6,0.19297523,0.193107581,-0.005657307882695115,low/dead
21402,1,11,6,0.192713444,0.192983167,-0.011529237059365927,low/dead
21403,1,11,6,0.193107581,0.19297523,0.005657307882695115,low/dead
21404,1,11,6,0.199312444,0.19297523,0.27088250724607393,low/dead
21405,1,11,6,0.192086014,0.192983167,-0.03834856358383035,low/dead
21406,1,11,6,0.210870928,0.193107581,0.7592894878478182,low/dead
21407,1,11,6,0.168788142,0.199312444,-1.304753075672739,low/dead
21414,1,11,6,0.169989442,0.210870928,-1.7474681188966104,low/dead
21415,1,11,6,0.297903062,0.297903062,0.0,low/dead
21416,1,11,6,0.378889993,0.317780031,2.612128882545591,low/dead
21418,1,11,6,0.364583839,0.352379281,0.5216805477722757,low/dead
21422,1,11,6,0.36126728,0.36126728,0.0,low/dead
21423,1,11,6,0.352379281,0.364583839,-0.5216805477722757,low/dead
21424,1,11,6,0.429593457,0.378889993,2.1673059256608727,low/dead
21425,1,11,6,0.317780031,0.395041826,-3.302534638081047,low/dead
21426,1,11,6,0.43105846,0.395041826,1.5395213291651788,low/dead
21428,1,11,6,0.395041826,0.43105846,-1.5395213291651788,low/dead
21430,1,11,6,0.580823392,0.451104097,5.5448163605952185,outlier
21432,1,11,6,0.313126618,0.471350526,-6.763238373410157,low/dead
21435,1,11,6,0.412530731,0.528570802,-4.960101611448247,low/dead
21442,1,11,6,inf,0.565858997,inf,outlier
21458,1,11,6,0.78690518,0.609278385,7.592609557399251,outlier
21464,1,11,6,0.550894602,0.795358915,-10.44956128002446,outlier
21465,1,11,6,0.667662168,0.795358915,-5.458363090551705,outlier
21554,1,11,6,1.606605049,2.106789624,-21.38025507136288,outlier
21556,1,11,6,1.611824528,2.106789624,-21.157149845937592,outlier
21604,1,11,6,1.161592176,2.964549062,-77.06690696199519,outlier
21632,1,11,6,2.547978188,2.887281522,-14.503429713888766,outlier
21676,1,11,6,2.085589076,2.345036971,-11.09003046091168,outlier
21677,1,11,6,1.915080394,2.341898585,-18.244228728320287,outlier
21695,1,11,6,2.013858776,2.299485405,-12.209033401706812,outlier
21697,1,11,6,1.470408682,2.299485405,-35.43866144106834,outlier
21744,1,11,6,2.099055152,2.255972723,-6.707399349847395,outlier
21773,1,11,6,2.281288067,2.159679538,5.198123850327126,outlier
21774,1,11,6,2.033922418,2.159679538,-5.375454256341242,outlier
21781,1,11,6,2.019189842,2.155446442,-5.824251703796879,outlier
21795,1,11,6,1.998766275,2.131477652,-5.672712100591671,outlier
21861,1,11,6,0.459714444,0.518969036,-2.5328215911287097,low/dead
21884,1,11,6,0.354620836,0.544666491,-8.123450386498279,low/dead
21922,1,11,6,2.902968221,2.542968079,15.388109202861472,outlier
21923,1,11,6,2.884014418,2.542968079,14.577933993615238,outlier
21932,1,11,6,2.378210498,2.511954009,-5.716830390700525,outlier
21948,1,11,6,2.327338517,2.554934851,-9.728544056415778,outlier
21950,1,11,6,2.411433908,2.555433255,-6.155213340934588,outlier
21957,1,11,6,2.369354118,2.543991855,-7.464843077469115,outlier
21958,1,11,6,2.407301913,2.539697773,-5.659225411324303,outlier
21962,1,11,6,2.403854466,2.522610332,-5.07618753797155,outlier
21980,1,11,6,2.285131833,2.547099012,-11.19771657761612,outlier
21993,1,11,6,2.338232486,2.531325221,-8.253697001206158,outlier
21994,1,11,6,2.347465637,2.531325221,-7.859028446118446,outlier
21995,1,11,6,2.395552053,2.531325221,-5.803587533036187,outlier
22004,1,11,6,2.237591971,2.535654773,-12.74061427033236,outlier
22014,1,11,6,2.402395511,2.533038509,-5.5842997967851105,outlier
22018,1,11,6,2.219894972,2.528852106,-13.206289560283292,outlier
22019,1,11,6,2.243089162,2.493083852,-10.685955756804944,outlier
22020,1,11,6,2.528852106,2.409782528,5.089597072999573,outlier
22021,1,11,6,2.529898552,2.409782528,5.134327125697441,outlier
22038,1,11,6,2.3370769,2.543965778,-8.843409421548182,outlier
22040,1,11,6,2.41821194,2.535894751,-5.030320090728479,outlier
22050,1,11,6,0.974687376,2.528974796,-66.437597548486,outlier
22051,1,11,6,2.38967914,2.529383232,-5.9716138217039925,outlier
22052,1,11,6,2.724796766,2.548576335,7.532494906636214,outlier
22054,1,11,6,4.276903018,2.548576335,73.87685901585931,outlier
22055,1,11,6,1.030687373,2.55273748,-65.05962227854616,outlier
22056,1,11,6,2.369457267,2.55273748,-7.834263388617514,outlier
22060,1,11,6,2.565542069,2.442610356,5.254682994371788,outlier
22091,1,11,6,2.279295095,2.435918355,-6.694819105344029,outlier
22093,1,11,6,2.281407711,2.435918355,-6.604515902875544,outlier
22097,1,11,6,2.284957957,2.410661517,-5.373164848552882,outlier
22100,1,11,6,2.273566723,2.435918355,-6.939676825124082,outlier
22103,1,11,6,2.321161183,2.447220611,-5.388376330457817,outlier
22107,1,11,6,2.210486639,2.431787532,-9.459447124814638,outlier
22116,1,11,6,2.312873568,2.447220611,-5.742628203645334,outlier
22117,1,11,6,2.25776549,2.447220611,-8.098208169566034,outlier
22127,1,11,6,2.301964445,2.471654958,-7.253375318761909,outlier
22133,1,11,6,0.608286434,2.342346721,-74.12194037607158,outlier
22136,1,11,6,1.622390649,2.342346721,-30.774328575679277,outlier
22138,1,11,6,2.148174645,2.342346721,-8.29983314182781,outlier
22139,1,11,6,2.146560059,2.344885231,-8.47735611285477,outlier
22146,1,11,6,2.164391522,2.352436181,-8.03791835089567,outlier
22157,1,11,6,2.183141975,2.352436181,-7.2364352826830975,outlier
22177,1,11,6,2.243629654,2.376686932,-5.687497545763473,outlier
22185,1,11,6,2.116701728,2.36173151,-10.47373210027606,outlier
22189,1,11,6,2.255356969,2.375591936,-5.139411312227886,outlier
22192,1,11,6,2.183358993,2.373740566,-8.137809111021237,outlier
22217,1,11,6,2.154662468,2.340693538,-7.951848030896509,outlier
22258,1,11,6,2.252302013,2.399749059,-6.302584307001014,outlier
22297,1,11,6,2.178857062,2.436084323,-10.995110058098119,outlier
22309,1,11,6,2.223972486,2.381615853,-6.738423304574049,outlier
22368,1,11,6,2.208022427,2.350728962,-6.0999524398575655,outlier
22380,1,11,6,2.17118373,2.378891305,-8.878404404522524,outlier
22385,1,11,6,2.972017527,2.347918382,26.676950023737703,outlier
22389,1,11,6,2.764937007,2.347918382,17.82534891646552,outlier
22390,1,11,6,2.947536834,2.344575484,25.773420664108453,outlier
22417,1,11,6,2.111771006,2.302641246,-8.15869705044831,outlier
22491,1,11,6,2.195422316,2.318382734,-5.255909981872984,outlier
22496,1,11,6,2.138515378,2.318382734,-7.688381734465979,outlier
22498,1,11,6,0.888251298,2.318382734,-61.13058341963956,outlier
22509,1,11,6,2.223476093,2.346249638,-5.2479221457707945,outlier
22541,1,11,6,5.229843819,2.391704548,121.31549946743533,outlier
22542,1,11,6,5.276463091,2.391704548,123.30822770500892,outlier
22543,1,11,6,5.106765086,2.391704548,116.05453214272292,outlier
22545,1,11,6,4.9586967,2.391704548,109.72538882460876,outlier
22546,1,11,6,4.966857836,2.391704548,110.07423438697357,outlier
22547,1,11,6,2.100697814,2.338896556,-10.181741133536057,outlier
22567,1,11,6,2.211735876,2.356764564,-6.199212245009961,outlier
22574,1,11,6,2.234866138,2.356764564,-5.210515419588162,outlier
22588,1,11,6,2.242360174,2.367046206,-5.329670887983928,outlier
22595,1,11,6,2.17856748,2.388291508,-8.964597145431066,outlier
22614,1,11,6,2.195797284,2.34104928,-6.208757485383421,outlier
22633,1,11,6,2.157652138,2.32212375,-7.030294799791101,outlier
22651,1,11,6,2.126792708,2.309897496,-7.826764894194956,outlier
22665,1,11,6,2.098842861,2.270713378,-7.346559003157995,outlier
22668,1,11,6,2.126511963,2.270713378,-6.163850683223188,outlier
22678,1,11,6,2.130924107,2.296401369,-7.073281038446142,outlier
22693,1,11,6,2.34826221,2.222157047,5.390331260726688,outlier
22712,1,11,6,0.214756632,0.524626143,-13.24528886965073,low/dead
22713,1,11,6,0.218134956,0.480974632,-11.235011227114258,low/dead
22727,1,11,6,0.261502166,0.478025847,-9.255246483301502,low/dead
22734,1,11,6,0.480974632,0.363221639,5.0333200014342845,outlier
22735,1,11,6,0.478025847,0.312265467,7.085382841176251,outlier
22736,1,11,6,0.47541339,0.312265467,6.973714069657322,outlier
22748,1,11,6,0.312265467,0.312265467,0.0,low/dead
22751,1,11,6,0.363221639,0.312265467,2.178107861123542,low/dead
22758,1,11,6,0.240280735,0.307592553,-2.8772255485030787,low/dead
22766,1,11,6,0.307592553,0.304012028,0.15304857769632652,low/dead
22767,1,11,6,0.304012028,0.258434549,1.9481970761087226,low/dead
22768,1,11,6,0.229666774,0.257924981,-1.2078894546465608,low/dead
22769,1,11,6,0.254197629,0.254197629,0.0,low/dead
22770,1,11,6,0.258434549,0.254197629,0.18110600535204321,low/dead
22772,1,11,6,0.251232995,0.254197629,-0.1267224826220082,low/dead
22773,1,11,6,0.248036996,0.251232995,-0.13661211729254297,low/dead
22775,1,11,6,0.257924981,0.248036996,0.4226592582184481,low/dead
22776,1,11,6,0.247299251,0.248036996,-0.03153471151648939,low/dead
22778,1,11,6,0.313252633,0.247299251,2.819159567203832,low/dead
22779,1,11,6,0.223390989,0.238309296,-0.6376790185760886,low/dead
22780,1,11,6,0.227144361,0.238309296,-0.477242142373517,low/dead
22781,1,11,6,0.222323507,0.238309296,-0.6833082494336951,low/dead
22784,1,11,6,0.223609647,0.238309296,-0.6283325412014241,low/dead
22785,1,11,6,0.216356671,0.238309296,-0.9383590487291164,low/dead
22791,1,11,6,0.238309296,0.238309296,0.0,low/dead
22795,1,11,6,0.363470488,0.363470488,0.0,low/dead
22915,1,11,6,0.254550267,0.634630895,-16.246444173780816,low/dead
22916,1,11,6,0.451939182,0.636179335,-7.875295765621963,low/dead
22944,1,11,6,0.359206532,0.587717209,-9.767627401924203,low/dead
22945,1,11,6,0.358810258,0.587717209,-9.7845660274269,low/dead
22946,1,11,6,0.361477978,0.587717209,-9.670535053842846,low/dead
22947,1,11,6,0.362715606,0.587717209,-9.617632977997221,low/dead
22982,1,11,6,0.399160944,0.399160944,0.0,low/dead
22983,1,11,6,0.367279832,0.374894312,-0.3254788987361153,low/dead
22984,1,11,6,0.374894312,0.367279832,0.3254788987361153,low/dead
22985,1,11,6,0.361476899,0.367279832,-0.248044809662569,low/dead
22990,1,11,6,0.356126905,0.367279832,-0.4767288636445644,low/dead
22991,1,11,6,0.350724169,0.367279832,-0.707667360225022,low/dead
22992,1,11,6,0.350602833,0.367279832,-0.7128538348965736,low/dead
22994,1,11,6,0.34687114,0.374894312,-1.197842946813531,low/dead
23002,1,11,6,0.69820495,0.517386911,7.729018423496245,outlier
23003,1,11,6,0.69100378,0.524489373,7.1176135224016654,outlier
23008,1,11,6,0.770025358,0.602148153,7.175865956217211,outlier
23011,1,11,6,0.906881182,0.671587632,10.057559483209715,outlier
23014,1,11,6,0.42542736,0.652344056,-9.699493112979157,low/dead
23015,1,11,6,0.433759892,0.652344056,-9.343321274712666,low/dead
23052,1,11,6,0.262994339,0.631087875,-15.73405915166394,low/dead
23053,1,11,6,0.456599287,0.631087875,-7.458467743596341,low/dead
23054,1,11,6,0.442556737,0.577866751,-5.783790139929205,low/dead
23055,1,11,6,0.400452115,0.569000466,-7.204553911398803,low/dead
23057,1,11,6,0.654625784,0.508366734,6.2518037376406825,outlier
21317,1,11,7,0.01405137,0.0178085765,-0.15591812079154235,low/dead
21322,1,11,7,0.016010726,0.019042164,-0.12579987718430485,low/dead
21323,1,11,7,0.01636759,0.0191458635,-0.11529395128134184,low/dead
21325,1,11,7,0.020776016,0.019076892,0.07051095569855122,low/dead
21326,1,11,7,0.019249563,0.0191632275,0.0035827865510181965,low/dead
21327,1,11,7,0.019350188,0.019249563,0.0041757781757933606,low/dead
21328,1,11,7,0.019042164,0.019249563,-0.008606730115591245,low/dead
21329,1,11,7,0.019562378,0.019350188,0.008805549029779704,low/dead
21331,1,11,7,0.019076892,0.019483308,-0.016865620502789894,low/dead
