run,layer_number,layer_code,wire,value,local_median,robust_z,reason
22139,1,11,2,2.037966733,2.236033112,-9.121223304258704,outlier
22146,1,11,2,2.055801396,2.24517967,-8.721124376838805,outlier
22157,1,11,2,2.074995261,2.244914339,-7.825002213483968,outlier
22177,1,11,2,2.118899046,2.255287608,-6.280876827403078,outlier
22185,1,11,2,1.978204138,2.245304709,-12.300340749835241,outlier
22189,1,11,2,2.13543446,2.259937614,-5.733537794006489,outlier
22192,1,11,2,2.070841261,2.251051566,-8.298927066433485,outlier
22217,1,11,2,2.030683495,2.228999386,-9.132713667643877,outlier
22258,1,11,2,2.143463871,2.290438555,-6.768381991962727,outlier
22297,1,11,2,2.062224085,2.321258721,-11.928893588211528,outlier
22309,1,11,2,2.118730186,2.278643158,-7.364207566291051,outlier
22368,1,11,2,2.222573528,2.364104344,-6.517684544381721,outlier
22380,1,11,2,2.195388631,2.389704402,-8.948502758412115,outlier
22385,1,11,2,2.97379005,2.347491841,28.841875376266135,outlier
22389,1,11,2,2.645069161,2.290468911,16.32981872201524,outlier
22390,1,11,2,2.810309021,2.244631407,26.050215395285587,outlier
22417,1,11,2,2.019965599,2.201312258,-8.351257697401852,outlier
22427,1,11,2,2.11562097,2.22951834,-5.245127167886352,outlier
22491,1,11,2,2.120585756,2.235883652,-5.309623274968831,outlier
22496,1,11,2,2.06915674,2.235101152,-7.641963495207383,outlier
22498,1,11,2,0.837043715,2.235101152,-64.38242643420374,outlier
22506,1,11,2,2.154928775,2.265346785,-5.084897957476533,outlier
22509,1,11,2,2.149915154,2.265346785,-5.315781951695073,outlier
22541,1,11,2,5.051006855,2.309013879,126.27246663001254,outlier
22542,1,11,2,5.098680877,2.309013879,128.46791950126507,outlier
22543,1,11,2,5.005068107,2.309013879,124.15692546173547,outlier
22545,1,11,2,4.847282496,2.309013879,116.89068573242785,outlier
22546,1,11,2,4.823246388,2.309013879,115.78379061201332,outlier
22547,1,11,2,2.062862688,2.295614128,-10.718517041338824,outlier
22567,1,11,2,2.174381047,2.307233991,-6.118056860383053,outlier
22574,1,11,2,2.196456948,2.307233991,-5.1014319103015024,outlier
22588,1,11,2,2.189936717,2.306194797,-5.353841040353305,outlier
22595,1,11,2,2.136252453,2.33192991,-9.011210231224972,outlier
22614,1,11,2,2.156582144,2.29252522,-6.260361597582456,outlier
22633,1,11,2,2.129405158,2.267867588,-6.3763812397473725,outlier
22651,1,11,2,2.082795409,2.263783704,-8.334754552927194,outlier
22665,1,11,2,2.057171201,2.207428875,-6.919568099604176,outlier
22668,1,11,2,2.079924121,2.207428875,-5.871765513462422,outlier
22678,1,11,2,2.090960002,2.245130596,-7.0997633314849935,outlier
22693,1,11,2,2.306292815,2.160765275,6.7017390632432425,outlier
22712,1,11,2,0.198817072,0.486164183,-13.232721163972089,low/dead
22713,1,11,2,0.20186373,0.445418121,-11.216007473149899,low/dead
22727,1,11,2,0.240309968,0.445393281,-9.444362558120906,low/dead
22734,1,11,2,0.443811706,0.445103305,-0.05947987214204361,low/dead
22735,1,11,2,0.445418121,0.445103305,0.014497700469161767,low/dead
22736,1,11,2,0.440406009,0.445393281,-0.22967058730889847,low/dead
22823,1,11,2,0.445393281,0.445418121,-0.0011439154288675278,low/dead
22824,1,11,2,0.445103305,0.486164183,-1.8909086902978338,low/dead
22915,1,11,2,0.233165899,0.602373969,-17.002528491745608,low/dead
22916,1,11,2,0.420692729,0.60538669,-8.5054054591923,low/dead
22944,1,11,2,0.332369276,0.543559664,-9.725601580574365,low/dead
22945,1,11,2,0.331344989,0.543559664,-9.772771375376587,low/dead
22946,1,11,2,0.33266868,0.543559664,-9.711813623446172,low/dead
22947,1,11,2,0.334949145,0.543559664,-9.60679514122034,low/dead
22982,1,11,2,0.353116067,0.353116067,0.0,low/dead
22983,1,11,2,0.323901237,0.332915495,-0.4151187119960454,low/dead
22984,1,11,2,0.332915495,0.323901237,0.4151187119960454,low/dead
22985,1,11,2,0.320183374,0.323901237,-0.17121259452943866,low/dead
